INSTNM,CITY,STABBR,INSTURL,PREDDEG,HIGHDEG,ADM_RATE,SAT_AVG,CURROPER,ADDR,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54
Interactive College of Technology-Newport,Newport,KY,www.ict.edu/,1,2,Not Available,Not Available,1,76 Carothers Road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7407,0.0,0.0,0.0,0.1111,0.1481,0.0
Miller-Motte College-McCann-Monroe,Monroe,LA,https://www.mccann.edu/,1,2,Not Available,Not Available,1,2319 Louisville Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7778,0.0833,0.0
Ross Medical Education Center-Taylor,Taylor,MI,https://rosseducation.edu/,1,1,Not Available,Not Available,1,22311 Eureka Road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
National Tractor Trailer School Inc-Liverpool,Liverpool,NY,www.ntts.edu/,1,1,Not Available,Not Available,0,4650 Buckley Rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Interactive College of Technology,Houston,TX,www.ict.edu/,1,1,Not Available,Not Available,1,2950 S. Gessner,0.0,0.0,0.0,0.0,0.0,0.0,0.2222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444,0.3333,0.0
Butler Beauty Academy-New Castle Beauty Academy,New Castle,PA,beautyacademies.net/,1,1,Not Available,Not Available,1,314 E Washington St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NorthWest Arkansas Community College,Bentonville,AR,www.nwacc.edu/,2,2,Not Available,Not Available,1,One College Drive,0.0049,0.0,0.0,0.0,0.0,0.0,0.0054,0.0391,0.0073,0.0,0.0259,0.0,0.0108,0.0039,0.0,0.491,0.0,0.0,0.0,0.0,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0186,0.0,0.0,0.0,0.0034,0.0,0.0,0.021,0.2807,0.0856,0.0
Brewster Technical College,Tampa,FL,www.hillsboroughschools.org/Brewster,1,1,Not Available,Not Available,1,2222 N Tampa St,0.0,0.0,0.0,0.0,0.0,0.0,0.5085,0.0,0.0556,0.0,0.0,0.0,0.0983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0855,0.0,0.0,0.0,0.2436,0.0085,0.0
Hodges University,Fort Myers,FL,https://www.hodges.edu/,3,4,Not Available,Not Available,1,4501 Colonial Blvd,0.0,0.0,0.0,0.0,0.0,0.0,0.1118,0.0,0.0,0.0,0.0,0.0,0.0,0.0311,0.0,0.1366,0.0,0.0,0.0,0.0,0.0497,0.0,0.0,0.0,0.0,0.0,0.1242,0.0373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3168,0.1925,0.0
Capital Area School of Practical Nursing,Springfield,IL,https://caspn.edu/,1,1,Not Available,Not Available,1,2201 Toronto Rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Hair Professionals Career College,Palos Hills,IL,hairpros.edu/,1,1,Not Available,Not Available,1,10321 S Roberts Rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Empire Beauty School-Bloomfield,Bloomfield,NJ,www.empire.edu/,1,1,Not Available,Not Available,1,15 Ward Street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest Technology Center,Altus,OK,www.swtech.edu/,1,1,Not Available,Not Available,1,711 W. Tamarack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1099,0.0549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0385,0.4286,0.0604,0.0,0.0,0.2253,0.0659,0.0
Western Area Career & Technology Center,Canonsburg,PA,www.wactc.net/,1,1,Not Available,Not Available,1,688 Western Avenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Hussian College-Daymar College Clarksville,Clarksville,TN,www.daymarcollege.edu/,1,3,0.5332,Not Available,0,2691 Trenton Road,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8503,0.0909,0.0
Nossi College of Art,Nashville,TN,https://www.nossi.edu/,3,3,0.5673,Not Available,1,590 Creative Way,0.0,0.0,0.0,0.0,0.0,0.0,0.0426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9574,0.0,0.0,0.0
Seguin Beauty School-New Braunfels,New Braunfels,TX,www.seguinbeautyschool.net/,1,1,Not Available,Not Available,0,214 W San Antonio Street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pima Medical Institute-Seattle,Seattle,WA,https://pmi.edu/,1,2,Not Available,Not Available,1,9709 Third Ave NE Suite 400,0.1744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8256,0.0,0.0
Mineral County Vocational Technical Center,Keyser,WV,www.boe.mine.k12.wv.us/o/mctc,1,1,Not Available,Not Available,1,981 Harley O Staggers Sr Dr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Hypnosis Motivation Institute,Tarzana,CA,hypnosis.edu/,1,1,Not Available,Not Available,1,18607 Ventura Blvd Ste 310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Thanh Le College School of Cosmetology,Garden Grove,CA,www.thanhlecollege.com/,1,1,Not Available,Not Available,1,12875 chapman ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southeastern Technical College,Vidalia,GA,www.southeasterntech.edu/,1,2,Not Available,Not Available,1,3001 E First St,0.0,0.0022,0.0,0.0,0.0,0.0,0.0067,0.0656,0.0122,0.0,0.0067,0.0,0.0111,0.0,0.0,0.1378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0,0.0167,0.0444,0.1022,0.09,0.0,0.3789,0.0922,0.0
Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando,Orlando,FL,www.uti.edu/,1,2,Not Available,Not Available,1,2202 West Taft Vineland Road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Erwin Technical College,Tampa,FL,www.hillsboroughschools.org/erwin,1,1,Not Available,Not Available,1,2010 E. Hillsborough Avenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0181,0.1111,0.0,0.0,0.0413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1137,0.1499,0.0543,0.0,0.0,0.491,0.0207,0.0
Rosel School of Cosmetology,Niles,IL,www.roselschool.org/,1,1,Not Available,Not Available,1,307 Golf Mill Center,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Worsham College of Mortuary Science,Wheeling,IL,www.worsham.edu/,2,2,0.7647,Not Available,1,495 Northgate Pkwy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryan University,Springfield,MO,www.bryanu.edu/,2,4,Not Available,Not Available,1,4255 S Nature Center Way,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7403,0.1948,0.0
Central Pennsylvania Institute of Science and Technology,Pleasant Gap,PA,www.cpi.edu/,1,2,0.8264,Not Available,1,540 N Harrison Rd,0.0069,0.0,0.0,0.0,0.0,0.0,0.0,0.0486,0.0,0.0,0.1181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0694,0.0139,0.0,0.5556,0.0,0.0
Northwest Educational Center,Houston,TX,nwec.edu/,1,1,Not Available,Not Available,1,2910 Antoine B-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5097,0.0,0.0
PCI Health Training Center,Dallas,TX,www.pcihealth.edu/,1,1,Not Available,Not Available,1,8101 John Carpenter Fwy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Hamrick School,Medina,OH,https://www.hamrickschool.edu/,1,1,Not Available,Not Available,1,1156 Medina Rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Fortis College,Mobile,AL,www.fortis.edu/,1,1,Not Available,Not Available,1,7033 Airport Blvd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.85,0.0,0.0
Downey Adult School,Downey,CA,www.das.edu/,1,1,Not Available,Not Available,1,12340 Woodruff Ave.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.948,0.0,0.0
CRU Institute of Cosmetology and Barbering,Garden Grove,CA,www.cruinstitute.com/,1,1,Not Available,Not Available,1,11889 Valley View St Suite C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Modern Technology School,Fountain Valley,CA,https://www.mtschool.edu/,1,1,Not Available,Not Available,1,"16560 Harbor Blvd., Suite K",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
National Career Education,Citrus Heights,CA,nce.edu/,1,1,Not Available,Not Available,1,6249 Sunrise Blvd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4577,0.2371,0.0,0.0,0.0,0.3052,0.0,0.0
North-West College-Glendale,Glendale,CA,www.nw.edu/,1,1,Not Available,Not Available,1,221 North Brand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Fremont University,Cerritos,CA,https://www.fremont.edu/,2,4,Not Available,Not Available,1,18000 Studebaker Road Suite 900A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.631,0.2381,0.0
Pomona Unified School District Adult and Career Education,Pomona,CA,https://ace.pusd.org/,1,1,Not Available,Not Available,1,1515 W Mission Blvd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1714,0.0,0.0,0.0,0.1143,0.0
Universal College of Beauty Inc-Los Angeles 2,Los Angeles,CA,www.universalcollegeofbeauty.com/,1,1,Not Available,Not Available,1,3419 W 43rd Place,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBMC College,Fort Collins,CO,www.ibmc.edu/,1,2,Not Available,Not Available,1,3842 South Mason Street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7101,0.0,0.0,0.0,0.0,0.0,0.0203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2696,0.0,0.0
Avalon Institute-Aurora,Aurora,CO,avalon.edu/aurora-co/,1,1,Not Available,Not Available,1,2231 S Peoria Street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Academy of Cosmetology,Merritt Island,FL,academyofcosmetology.edu/,1,1,Not Available,Not Available,1,2088 N. Courtenay Parkway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0885,0.0,0.0
Fortis College-Smyrna,Smyrna,GA,fortis.edu/,1,2,Not Available,Not Available,1,2140 South Cobb Drive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1704,0.137,0.0,0.0,0.6926,0.0,0.0
Ross College-Davenport,Davenport,IA,https://rosseducation.edu/,1,2,Not Available,Not Available,1,"1801 East Kimberly Road, Suite B",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Pivot Point Academy,Bloomingdale,IL,www.pivotpoint.edu/,1,1,Not Available,Not Available,1,"144 East Lake Street, Suite C",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blalock's Professional Beauty College,Shreveport,LA,blalockbeauty.com/,1,1,Not Available,Not Available,1,8101 Kingston Rd Ste 103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diesel Driving Academy-Baton Rouge,Baton Rouge,LA,www.dda.edu/,1,1,Not Available,Not Available,1,8067 Airline Hwy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
New England Hair Academy,Malden,MA,www.newenglandhairacademy.com/,1,1,Not Available,Not Available,1,492-500 Main St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rob Roy Academy-Worcester,Worcester,MA,www.rob-roy.com/,1,1,Not Available,Not Available,1,150 Pleasant St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Upper Cape Cod Regional Technical School,Bourne,MA,www.uctpracticalnursing.com/,1,1,0.8571,Not Available,1,220 Sandwich Road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
All-State Career-Baltimore,Baltimore,MD,https://www.allstatecareer.edu/,1,1,Not Available,Not Available,1,2200 Broening Hwy Ste 160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0635,0.0,0.6133,0.0,0.3149,0.0083,0.0
Academy of Hair Design-Jackson,Jackson,MS,mississippibarberacademy.com/,1,1,Not Available,Not Available,1,5420 I-55 Frontage Rd N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KC's School of Hair Design,Pontotoc,MS,www.kcsschoolofhair.com/,1,1,Not Available,Not Available,1,280 Turnpike Rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lincoln Technical Institute-Moorestown,Moorestown,NJ,www.lincolntech.edu/campus/moorestown-nj,1,1,Not Available,Not Available,1,308 Route 38 W,0.0,0.0,0.0,0.0,0.0,0.0,0.1399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8601,0.0,0.0
MCVSD,Freehold,NJ,www.mcvsd.org/,1,1,Not Available,Not Available,1,4000 Kozloski Rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3111,0.0,0.0
National Tractor Trailer School Inc-Buffalo,Buffalo,NY,www.ntts.edu/,1,1,Not Available,Not Available,0,175 Katherine St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Yeshiva Gedolah Imrei Yosef D'spinka,Brooklyn,NY,spinka58st.com/,3,3,Not Available,Not Available,1,1466 56th St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knox County Career Center,Mount Vernon,OH,www.knoxtechnicalcenter.com/,1,1,Not Available,Not Available,1,308 Martinsburg Rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3072,0.0,0.0,0.0,0.012,0.0422,0.0,0.0,0.5843,0.012,0.0
Madison Adult Career Center,Mansfield,OH,www.madisonadultcc.org/,1,1,Not Available,Not Available,1,600 Esley Ln,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1263,0.0,0.0,0.8526,0.0,0.0
Remington College-Cleveland Campus,Cleveland,OH,https://www.remingtoncollege.edu/locations/cleveland/,1,2,Not Available,Not Available,1,14445 Broadway Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0256,0.0,0.0,0.0256,0.1897,0.0,0.0,0.0,0.6359,0.0,0.0
Toledo Academy of Beauty Culture-East,OREGON,OH,toledoacademyofbeauty.com/,1,1,Not Available,Not Available,0,3341 NAVARRE AVE.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brown & Clermont Adult Career Campuses,Bethel,OH,www.grantcareer.com/,1,1,Not Available,Not Available,1,718 West Plane Street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2475,0.0,0.0,0.0,0.0,0.0594,0.0,0.0,0.6931,0.0,0.0
